filename,label
unknown_writer0_047.jpeg,train
nawa_writer1_051.jpeg,train
nawa_writer3_013.jpeg,train
unknown_writer0_028.jpeg,train
nawa_writer4_155.jpeg,train
nawa_writer4_136.jpeg,train
unknown_writer0_075.jpeg,train
nawa_writer4_122.jpeg,train
nawa_writer3_044.jpeg,train
unknown_writer0_093.jpeg,train
nawa_writer4_097.jpeg,train
unknown_writer0_035.jpeg,train
nawa_writer1_057.jpeg,train
nawa_writer1_002.jpeg,train
nawa_writer2_059.jpeg,train
unknown_writer0_088.jpeg,train
unknown_writer0_015.jpeg,train
nawa_writer3_047.jpeg,train
nawa_writer2_057.jpeg,train
unknown_writer0_089.jpeg,train
unknown_writer0_082.jpeg,train
unknown_writer0_046.jpeg,train
nawa_writer3_034.jpeg,train
nawa_writer3_045.jpeg,train
nawa_writer3_010.jpeg,train
unknown_writer0_027.jpeg,train
nawa_writer4_149.jpeg,train
nawa_writer1_037.jpeg,train
unknown_writer0_056.jpeg,train
nawa_writer3_024.jpeg,train
nawa_writer4_152.jpeg,train
nawa_writer3_007.jpeg,train
nawa_writer4_139.jpeg,train
unknown_writer0_127.jpeg,train
nawa_writer4_163.jpeg,train
unknown_writer0_098.jpeg,train
unknown_writer0_129.jpeg,train
img _3.jpeg,train
nawa_writer1_039.jpeg,train
nawa_writer4_091.jpeg,train
unknown_writer0_034.jpeg,train
unknown_writer0_126.jpeg,train
nawa_writer4_092.jpeg,train
unknown_writer0_083.jpeg,train
nawa_writer3_031.jpeg,train
nawa_writer1_025.jpeg,train
nawa_writer3_038.jpeg,train
nawa_writer1_030.jpeg,train
unknown_writer0_066.jpeg,train
unknown_writer0_044.jpeg,train
nawa_writer2_060.jpeg,train
unknown_writer0_091.jpeg,train
unknown_writer0_101.jpeg,train
unknown_writer0_068.jpeg,train
nawa_writer4_113.jpeg,train
nawa_writer1_042.jpeg,train
nawa_writer3_014.jpeg,train
nawa_writer3_020.jpeg,train
nawa_writer1_053.jpeg,train
unknown_writer0_085.jpeg,train
unknown_writer0_033.jpeg,train
nawa_writer1_060.jpeg,train
unknown_writer0_102.jpeg,train
nawa_writer3_040.jpeg,train
unknown_writer0_036.jpeg,train
unknown_writer0_040.jpeg,train
unknown_writer0_063.jpeg,train
unknown_writer0_025.jpeg,train
nawa_writer1_004.jpeg,train
nawa_writer3_039.jpeg,train
nawa_writer1_013.jpeg,train
nawa_writer4_154.jpeg,train
nawa_writer4_101.jpeg,train
unknown_writer0_007.jpeg,train
nawa_writer4_165.jpeg,train
nawa_writer1_050.jpeg,train
nawa_writer2_052.jpeg,train
nawa_writer4_109.jpeg,train
nawa_writer1_049.jpeg,train
nawa_writer3_036.jpeg,train
nawa_writer3_022.jpeg,train
nawa_writer4_100.jpeg,train
nawa_writer1_045.jpeg,train
nawa_writer4_112.jpeg,train
unknown_writer0_115.jpeg,train
unknown_writer0_132.jpeg,train
unknown_writer0_024.jpeg,train
nawa_writer4_133.jpeg,train
unknown_writer0_113.jpeg,train
nawa_writer2_054.jpeg,train
nawa_writer4_167.jpeg,train
nawa_writer2_065.jpeg,train
unknown_writer0_133.jpeg,train
nawa_writer4_161.jpeg,train
nawa_writer1_066.jpeg,train
nawa_writer1_018.jpeg,train
nawa_writer3_009.jpeg,train
nawa_writer1_007.jpeg,train
nawa_writer2_066.jpeg,train
unknown_writer0_094.jpeg,train
unknown_writer0_112.jpeg,train
nawa_writer1_0024.jpeg,train
nawa_writer2_056.jpeg,train
unknown_writer0_073.jpeg,train
nawa_writer3_012.jpeg,train
nawa_writer4_138.jpeg,train
unknown_writer0_118.jpeg,train
unknown_writer0_078.jpeg,train
nawa_writer3_037.jpeg,train
nawa_writer4_164.jpeg,train
nawa_writer4_145.jpeg,train
nawa_writer1_019.jpeg,train
unknown_writer0_017.jpeg,train
nawa_writer4_157.jpeg,train
nawa_writer3_051.jpeg,train
nawa_writer2_050.jpeg,train
nawa_writer1_029.jpeg,train
nawa_writer3_005.jpeg,train
unknown_writer0_009.jpeg,train
unknown_writer0_010.jpeg,train
nawa_writer3_032.jpeg,train
unknown_writer0_022.jpeg,train
nawa_writer1_041.jpeg,train
nawa_writer4_118.jpeg,train
nawa_writer1_055.jpeg,train
unknown_writer0_005.jpeg,train
nawa_writer1_054.jpeg,train
nawa_writer3_028.jpeg,train
nawa_writer1_022.jpeg,train
unknown_writer0_077.jpeg,train
nawa_writer1_028.jpeg,train
unknown_writer0_013.jpeg,train
nawa_writer2_048.jpeg,train
nawa_writer4_134.jpeg,train
nawa_writer4_117.jpeg,train
nawa_writer4_147.jpeg,train
nawa_writer4_121.jpeg,train
unknown_writer0_074.jpeg,train
nawa_writer3_059.jpeg,train
nawa_writer3_063.jpeg,train
nawa_writer1_056.jpeg,train
unknown_writer0_072.jpeg,train
unknown_writer0_004.jpeg,train
nawa_writer3_003.jpeg,train
nawa_writer4_150.jpeg,train
unknown_writer0_107.jpeg,train
nawa_writer4_151.jpeg,train
unknown_writer0_124.jpeg,train
nawa_writer1_017.jpeg,train
nawa_writer1_038.jpeg,train
nawa_writer3_048.jpeg,train
nawa_writer1_048.jpeg,train
unknown_writer0_086.jpeg,train
nawa_writer4_169.jpeg,train
nawa_writer4_135.jpeg,train
nawa_writer2_051.jpeg,train
nawa_writer1_052.jpeg,train
unknown_writer0_042.jpeg,train
unknown_writer0_037.jpeg,train
nawa_writer1_036.jpeg,train
unknown_writer0_120.jpeg,train
nawa_writer2_061.jpeg,train
nawa_writer3_064.jpeg,train
nawa_writer3_053.jpeg,train
nawa_writer4_105.jpeg,train
unknown_writer0_032.jpeg,train
nawa_writer3_052.jpeg,train
nawa_writer1_044.jpeg,train
unknown_writer0_048.jpeg,train
nawa_writer1_014.jpeg,train
unknown_writer0_051.jpeg,train
nawa_writer3_055.jpeg,train
unknown_writer0_029.jpeg,train
nawa_writer1_003.jpeg,train
nawa_writer4_125.jpeg,train
nawa_writer1_062.jpeg,train
nawa_writer3_041.jpeg,train
unknown_writer0_030.jpeg,train
nawa_writer4_103.jpeg,train
nawa_writer1_035.jpeg,train
nawa_writer4_098.jpeg,train
nawa_writer4_144.jpeg,train
unknown_writer0_059.jpeg,train
unknown_writer0_061.jpeg,train
unknown_writer0_069.jpeg,train
nawa_writer2_053.jpeg,train
nawa_writer4_104.jpeg,train
nawa_writer3_035.jpeg,train
unknown_writer0_104.jpeg,train
nawa_writer3_006.jpeg,train
unknown_writer0_100.jpeg,train
nawa_writer1_032.jpeg,train
unknown_writer0_021.jpeg,train
unknown_writer0_092.jpeg,train
nawa_writer2_062.jpeg,train
nawa_writer4_168.jpeg,train
unknown_writer0_041.jpeg,train
nawa_writer3_017.jpeg,train
nawa_writer1_061.jpeg,train
nawa_writer3_026.jpeg,train
nawa_writer3_018.jpeg,train
unknown_writer0_095.jpeg,train
nawa_writer4_114.jpeg,train
nawa_writer4_108.jpeg,train
unknown_writer0_049.jpeg,train
nawa_writer4_130.jpeg,train
nawa_writer1_043.jpeg,train
nawa_writer4_090.jpeg,train
nawa_writer1_008.jpeg,train
nawa_writer4_127.jpeg,train
nawa_writer3_004.jpeg,train
unknown_writer0_081.jpeg,train
unknown_writer0_018.jpeg,train
nawa_writer1_063.jpeg,train
unknown_writer0_045.jpeg,train
unknown_writer0_038.jpeg,train
nawa_writer4_093.jpeg,train
unknown_writer0_109.jpeg,train
nawa_writer3_030.jpeg,train
nawa_writer4_106.jpeg,train
nawa_writer4_140.jpeg,train
unknown_writer0_134.jpeg,train
nawa_writer1_012.jpeg,train
nawa_writer1_031.jpeg,train
unknown_writer0_117.jpeg,train
nawa_writer2_055.jpeg,train
nawa_writer3_015.jpeg,train
unknown_writer0_014.jpeg,train
nawa_writer1_040.jpeg,train
